id,symptom_name,normalized_name,definition,synonyms,uri,icd_code,source,body_system,release
1267,Finding of psychotropic drug in blood,finding of psychotropic drug in blood,,,https://id.who.int/icd/release/11/2025-01/mms/2031086568,MA12.3,ICD-11 MMS Chapter 21 API,,2025-01
1268,Finding of steroid agent in blood,finding of steroid agent in blood,,,https://id.who.int/icd/release/11/2025-01/mms/228768535,MA12.4,ICD-11 MMS Chapter 21 API,,2025-01
366,Finger clubbing,finger clubbing,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
175,Fistula,fistula,,,,,Extracted from disease definitions (mentioned in 5 diseases),,2025-01
1753,Flaccid diplegia of upper extremities,flaccid diplegia of upper extremities,,,https://id.who.int/icd/release/11/2025-01/mms/432727256,MB51.0,ICD-11 MMS Chapter 21 API,,2025-01
1757,Flaccid hemiplegia,flaccid hemiplegia,This is a severe or complete loss of motor function on one side of the body with limp and relaxed muscles.,,https://id.who.int/icd/release/11/2025-01/mms/1478817379,MB53.1,ICD-11 MMS Chapter 21 API,,2025-01
1763,Flaccid monoplegia of lower extremity,flaccid monoplegia of lower extremity,,,https://id.who.int/icd/release/11/2025-01/mms/122391296,MB55.0,ICD-11 MMS Chapter 21 API,,2025-01
1760,Flaccid monoplegia of upper extremity,flaccid monoplegia of upper extremity,,,https://id.who.int/icd/release/11/2025-01/mms/1718614123,MB54.0,ICD-11 MMS Chapter 21 API,,2025-01
1750,Flaccid tetraplegia,flaccid tetraplegia,This is a severe or complete loss of motor function in all four limbs with limp and relaxed muscles.,,https://id.who.int/icd/release/11/2025-01/mms/755893924,MB50.0,ICD-11 MMS Chapter 21 API,,2025-01
665,Flank pain,flank pain,,,,,Curated symptom vocabulary,,2025-01
823,Flashes of light,flashes of light,,,,,Curated symptom vocabulary,,2025-01
410,Flat,flat,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1312,Flat affect,flat affect,Absence or near absence of any sign of affective expression.,,https://id.who.int/icd/release/11/2025-01/mms/791849696,MB24.62,ICD-11 MMS Chapter 21 API,,2025-01
720,Flatulence,flatulence,,,,,Curated symptom vocabulary,,2025-01
1496,Flatulence and related conditions,flatulence and related conditions,Production or presence of gas in the gastrointestinal tract which may be expelled through the anus and other conditions associated with the production or presence of gas in the GI tract.,,https://id.who.int/icd/release/11/2025-01/mms/1247223172,ME08,ICD-11 MMS Chapter 21 API,,2025-01
986,Flight of ideas,flight of ideas,"A nearly continuous flow of thoughts, usually manifested in speech, with rapid changes from topic to topic that are often based on understandable associations, distracting stimuli, or plays on words. In severe cases, the changes may be so rapid that speech is disorganised and incoherent.",,https://id.who.int/icd/release/11/2025-01/mms/2099706633,MB25.1,ICD-11 MMS Chapter 21 API,,2025-01
822,Floaters,floaters,,,,,Curated symptom vocabulary,,2025-01
1793,Fluid in peritoneal cavity,fluid in peritoneal cavity,,,https://id.who.int/icd/release/11/2025-01/mms/1783043910,ME04.0,ICD-11 MMS Chapter 21 API,,2025-01
492,Flushing,flushing,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
630,Followed By A Skin Rash Typically In The Facial Region,followed by a skin rash typically in the facial region,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
423,Followed By Fever,followed by fever,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
675,Foot pain,foot pain,,,,,Curated symptom vocabulary,,2025-01
751,Forgetfulness,forgetfulness,,,,,Curated symptom vocabulary,,2025-01
112,Frequency,frequency,,,,,Extracted from disease definitions (mentioned in 16 diseases),,2025-01
511,Frequent,frequent,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1607,Frequent micturition,frequent micturition,Needing to urinate more often than normal.,,https://id.who.int/icd/release/11/2025-01/mms/403610249,MF50.0,ICD-11 MMS Chapter 21 API,,2025-01
849,Frequent urination,frequent urination,,,,,Curated symptom vocabulary,,2025-01
860,Frothy urine,frothy urine,,,,,Curated symptom vocabulary,,2025-01
475,Function,function,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1766,Functional level of injury of cervical spinal cord,functional level of injury of cervical spinal cord,,,https://id.who.int/icd/release/11/2025-01/mms/2090628044,MB57.0,ICD-11 MMS Chapter 21 API,,2025-01
1768,Functional level of injury of lumbar spinal cord,functional level of injury of lumbar spinal cord,,,https://id.who.int/icd/release/11/2025-01/mms/1844842838,MB57.2,ICD-11 MMS Chapter 21 API,,2025-01
1418,Functional level of injury of spinal cord,functional level of injury of spinal cord,,,https://id.who.int/icd/release/11/2025-01/mms/1974584933,MB57,ICD-11 MMS Chapter 21 API,,2025-01
1769,"Functional level of injury of spinal cord, sacrum","functional level of injury of spinal cord, sacrum",,,https://id.who.int/icd/release/11/2025-01/mms/1393570590,MB57.3,ICD-11 MMS Chapter 21 API,,2025-01
1771,"Functional level of injury of spinal cord, unspecified","functional level of injury of spinal cord, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1974584933/unspecified,MB57.Z,ICD-11 MMS Chapter 21 API,,2025-01
1767,Functional level of injury of thoracic spinal cord,functional level of injury of thoracic spinal cord,,,https://id.who.int/icd/release/11/2025-01/mms/327692789,MB57.1,ICD-11 MMS Chapter 21 API,,2025-01
1848,Functional urinary incontinence,functional urinary incontinence,"Urinary incontinence due to cognitive impairment, or severe physical disability or immobility",,https://id.who.int/icd/release/11/2025-01/mms/1140964489,MF50.23,ICD-11 MMS Chapter 21 API,,2025-01
1277,Fungaemia,fungaemia,,,https://id.who.int/icd/release/11/2025-01/mms/910665623,MA15.1,ICD-11 MMS Chapter 21 API,,2025-01
520,Gait disturbance,gait disturbance,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
886,Galactorrhoea,galactorrhoea,,,,,Curated symptom vocabulary,,2025-01
1090,Gangrene,gangrene,"Gangrene, not elsewhere classified is the death of tissues in the body which happens when a part of the body loses its blood supply.",,https://id.who.int/icd/release/11/2025-01/mms/188156827,MC85,ICD-11 MMS Chapter 21 API,,2025-01
1522,Gastrointestinal bleeding,gastrointestinal bleeding,,,https://id.who.int/icd/release/11/2025-01/mms/2044414353,ME24.9,ICD-11 MMS Chapter 21 API,,2025-01
1813,"Gastrointestinal bleeding, unspecified","gastrointestinal bleeding, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/2044414353/unspecified,ME24.9Z,ICD-11 MMS Chapter 21 API,,2025-01
246,General Malaise,general malaise,,,,,Extracted from disease definitions (mentioned in 3 diseases),,2025-01
634,Generalised Lymphadenopathy,generalised lymphadenopathy,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1487,Generalised abdominal pain,generalised abdominal pain,"Pain, an unpleasant distress sensation occurring in varying degrees of severity, or cramps, spasmodic contraction causing severe pain in the abdominal area in general.",,https://id.who.int/icd/release/11/2025-01/mms/330423944,MD81.2,ICD-11 MMS Chapter 21 API,,2025-01
1259,Generalised lymph node enlargement,generalised lymph node enlargement,,,https://id.who.int/icd/release/11/2025-01/mms/1115727458,MA01.1,ICD-11 MMS Chapter 21 API,,2025-01
1660,Generalised oedema,generalised oedema,,,https://id.who.int/icd/release/11/2025-01/mms/464234830,MG29.1,ICD-11 MMS Chapter 21 API,,2025-01
650,Generalised swelling,generalised swelling,,,,,Curated symptom vocabulary,,2025-01
1052,Gerstmann syndrome,gerstmann syndrome,"Gerstmann syndrome is a very rare neurological disorder characterised by the specific association of acalculia, finger agnosia, left-right disorientation, and agraphia, which is supposed to be secondary to a focal subcortical white matter damage in the parietal lobe.",,https://id.who.int/icd/release/11/2025-01/mms/1121787098,MB4C,ICD-11 MMS Chapter 21 API,,2025-01
383,Giggle Incontinence,giggle incontinence,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
332,Global Neurocognitive Impairment,global neurocognitive impairment,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
503,Glossitis,glossitis,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1201,Glycosuria,glycosuria,,,https://id.who.int/icd/release/11/2025-01/mms/1406987921,MF93,ICD-11 MMS Chapter 21 API,,2025-01
887,Goitre,goitre,,,,,Curated symptom vocabulary,,2025-01
1327,Grandiose delusion,grandiose delusion,"A delusion of inflated worth, power, knowledge, identity, or special relationship to a deity or famous person.",,https://id.who.int/icd/release/11/2025-01/mms/202188998,MB26.05,ICD-11 MMS Chapter 21 API,,2025-01
993,Grandiosity,grandiosity,"Exaggerated self-esteem or an unrealistic belief in one's superiority, importance, capacities, or identity.",,https://id.who.int/icd/release/11/2025-01/mms/905350773,MB26.2,ICD-11 MMS Chapter 21 API,,2025-01
679,Groin pain,groin pain,,,,,Curated symptom vocabulary,,2025-01
219,Growth retardation,growth retardation,,,,,Extracted from disease definitions (mentioned in 3 diseases),,2025-01
845,Gum pain,gum pain,,,,,Curated symptom vocabulary,,2025-01
1342,Gustatory hallucinations,gustatory hallucinations,Hallucinations of taste in the absence of an actual external stimulus.,,https://id.who.int/icd/release/11/2025-01/mms/842865082,MB27.21,ICD-11 MMS Chapter 21 API,,2025-01
895,Gynaecomastia,gynaecomastia,,,,,Curated symptom vocabulary,,2025-01
272,Haematemesis,haematemesis,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
413,Haematochezia,haematochezia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
436,Haematuria,haematuria,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1854,"Haematuria, unspecified","haematuria, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/2016050353/unspecified,MF50.4Z,ICD-11 MMS Chapter 21 API,,2025-01
38,Haemoglobin Koya Dora,,"A disease caused by genetically inherited factors affecting the alpha 2 stop codon in the alpha chain of the haemoglobin molecule. This disease is characterised by structural abnormalities of the haemoglobin molecule. Carriers of this disease may present with by alpha thalassemia like symptoms: pallor, fatigue, shortness of breath. Confirmation is by identification of mutation in the alpha 2 stop codon by genetic testing.",,https://id.who.int/icd/entity/59493866,,WHO ICD-11 API,,2025-01
1202,Haemoglobinuria,haemoglobinuria,"The presence of free haemoglobin in the urine, indicating haemolysis of erythrocytes within the vascular system. After saturating the haemoglobin-binding proteins (haptoglobins), free haemoglobin begins to appear in the urine.",,https://id.who.int/icd/release/11/2025-01/mms/138440778,MF94,ICD-11 MMS Chapter 21 API,,2025-01
1733,"Haemolysis, not elsewhere classified","haemolysis, not elsewhere classified",,,https://id.who.int/icd/release/11/2025-01/mms/1493458947,MA16.00,ICD-11 MMS Chapter 21 API,,2025-01
461,Haemolytic Anaemia,haemolytic anaemia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
64,Haemolytic anaemia due to gamma-glutamylcysteine synthetase deficiency,,"Gamma-glutamylcysteine synthetase deficiency is a constitutional haemolytic anaemia, (usually rather mild), associated with the presence of neurological signs.",,https://id.who.int/icd/entity/1317802710,,WHO ICD-11 API,,2025-01
65,Haemolytic anaemia due to glucose-6-phosphate dehydrogenase deficiency,,"Glucose-6-phosphate dehydrogenase (G6PD) deficiency is the most common hereditary erythrocyte enzyme deficiency that can manifest with severe neonatal jaundice which can lead to serious neurological consequences, or, most often, with acute haemolytic anaemia following ingestion of certain foods (fava beans), common drugs (some antimalaria drugs, sulphamides, analgesics), or in the course of an infection, in otherwise asymptomatic individuals.",,https://id.who.int/icd/entity/506935822,,WHO ICD-11 API,,2025-01
63,Haemolytic anaemia due to glutathione synthetase deficiency,,"Glutathione synthetase deficiency is an inborn error of glutathione metabolism characterised by haemolytic anaemia, associated with metabolic acidosis and 5-oxoprolinuria in moderate forms, and with progressive neurological symptoms and recurrent bacterial infections in the most severe forms.",,https://id.who.int/icd/entity/2135206332,,WHO ICD-11 API,,2025-01
66,Haemolytic anaemia due to triose phosphate-isomerase deficiency,,"Triose-phosphate isomerase deficiency is a severe multisystem inborn error of metabolism characterised by early-onset chronic haemolytic anaemia, always present, and progressive neurological involvement that starts between 6 and 30 months of age. Other clinical signs can be observed, in particular, diaphragm paralysis that requires assisted ventilation, cardiomyopathy and an increased susceptibility to infections.",,https://id.who.int/icd/entity/475025488,,WHO ICD-11 API,,2025-01
280,Haemoptysis,haemoptysis,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
96,Haemorrhage,haemorrhage,,,,,Extracted from disease definitions (mentioned in 23 diseases),,2025-01
390,Haemorrhage Into The Decidua,haemorrhage into the decidua,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1465,Haemorrhage from other sites in respiratory passages,haemorrhage from other sites in respiratory passages,,,https://id.who.int/icd/release/11/2025-01/mms/717617622,MD23,ICD-11 MMS Chapter 21 API,,2025-01
1097,Haemorrhage from respiratory passages,haemorrhage from respiratory passages,"Haemorrhage from respiratory passages is the bleeding from upper respiratory tract or lower respiratory tract. The major passages and structures of the upper respiratory tract include the nose or nostrils, nasal cavity, mouth, pharynx, and larynx. The major passages and structures of the lower respiratory tract include the trachea and within the lungs, the bronchi, bronchioles, and alveoli.",,https://id.who.int/icd/release/11/2025-01/mms/496129435,,ICD-11 MMS Chapter 21 API,,2025-01
1467,"Haemorrhage from respiratory passages, unspecified","haemorrhage from respiratory passages, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/496129435/unspecified,MD2Z,ICD-11 MMS Chapter 21 API,,2025-01
1464,Haemorrhage from throat,haemorrhage from throat,Haemorrhage from throat is the bleeding from throat. Throat is a tube that carries food to oesophagus and air to windpipe and larynx.,,https://id.who.int/icd/release/11/2025-01/mms/1091154582,MD21,ICD-11 MMS Chapter 21 API,,2025-01
1815,Haemorrhage of anus and rectum,haemorrhage of anus and rectum,"Bleeding from anus and anal canal. The bleeding due to specific diseases classified elsewhere (haemorrhoid, cancer, infection etc) is excluded from here.",,https://id.who.int/icd/release/11/2025-01/mms/460842104,ME24.A1,ICD-11 MMS Chapter 21 API,,2025-01
1215,"Haemorrhage, not elsewhere classified","haemorrhage, not elsewhere classified",Bleeding or escape of blood from a vessel.,,https://id.who.int/icd/release/11/2025-01/mms/940081636,MG27,ICD-11 MMS Chapter 21 API,,2025-01
230,Hair loss,hair loss,,,,,Extracted from disease definitions (mentioned in 3 diseases),,2025-01
890,Hair thinning,hair thinning,,,,,Curated symptom vocabulary,,2025-01
1491,Halitosis,halitosis,"Halitosis is an oral health condition in which one's mouth emits a foul odour. There are many causes of halitosis such as poor oral hygiene, tobacco and/or alcohol, and possibly a medical condition such as respiratory and digestive tract disorders.",,https://id.who.int/icd/release/11/2025-01/mms/1896266034,MD94,ICD-11 MMS Chapter 21 API,,2025-01
93,Hallucinations,hallucinations,,,,,Extracted from disease definitions (mentioned in 26 diseases),,2025-01
320,Hallucinations In Any Modality,hallucinations in any modality,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1349,"Hallucinations, unspecified","hallucinations, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/665363966/unspecified,MB27.2Z,ICD-11 MMS Chapter 21 API,,2025-01
670,Hand pain,hand pain,,,,,Curated symptom vocabulary,,2025-01
1226,Hangover,hangover,,,https://id.who.int/icd/release/11/2025-01/mms/1466202482,MG49,ICD-11 MMS Chapter 21 API,,2025-01
34,Hashimoto-Pritzker syndrome,,"Hashimoto-Pritzker syndrome, also known as congenital self-healing reticulo-histiocytosis or Hashimoto-Pritzker histiocytosis (HPH) is a variant of Langerhans cell histiocytosis. Classic signs and symptoms include congenital or early development of red-brown skin lesions in the form of painless papules, nodules or plaques with spontaneous regression in 2-3 months, and increase of a type of immune cells known as Langerhans cell histiocytes. An excess of immature Langerhans cells usually forms tumors called granulomas. Most patients have multiple lesions, but in about 25% of cases there is only one lesion. Development of lesions in adulthood, recurrence of the disease, as well as lung and eye involvement, are very rare.",,https://id.who.int/icd/entity/1011705244,,WHO ICD-11 API,,2025-01
260,Head,head,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
1374,Head drop,head drop,,,https://id.who.int/icd/release/11/2025-01/mms/325289630,MB45.3,ICD-11 MMS Chapter 21 API,,2025-01
80,Headache,headache,,,,,Extracted from disease definitions (mentioned in 78 diseases),,2025-01
2018,Headache or orofacial pain associated with chronic secondary temporomandibular disorders,headache or orofacial pain associated with chronic secondary temporomandibular disorders,"Chronic secondary temporomandibular disorder pain is chronic pain in the temporomandibular joint(s) or masseter or temporalis muscle(s) associated with persistent inflammation (due to e.g. infection, crystal deposition or autoimmune disorders), structural changes (such as osteoarthritis or spondylosis), injury, or diseases of the nervous system. It occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours. If the etiology is vague, consider using codes in the section of chronic primary pain.",,https://id.who.int/icd/release/11/2025-01/mms/1916173590,MG30.63,ICD-11 MMS Chapter 21 API,,2025-01
1053,"Headache, not elsewhere classified","headache, not elsewhere classified","Headache with characteristic features suggesting that it is a unique diagnostic entity, a finding or complaint, but not fulfilling criteria for any of the headache disorders described above.",,https://id.who.int/icd/release/11/2025-01/mms/1405405864,MB4D,ICD-11 MMS Chapter 21 API,,2025-01
167,Headaches,headaches,,,,,Extracted from disease definitions (mentioned in 5 diseases),,2025-01
125,Hearing loss,hearing loss,,,,,Extracted from disease definitions (mentioned in 14 diseases),,2025-01
372,Heart palpitations,heart palpitations,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
715,Heartburn,heartburn,,,,,Curated symptom vocabulary,,2025-01
268,Heat,heat,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
649,Heat intolerance,heat intolerance,,,,,Curated symptom vocabulary,,2025-01
377,Heavy,heavy,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
873,Heavy periods,heavy periods,,,,,Curated symptom vocabulary,,2025-01
676,Heel pain,heel pain,,,,,Curated symptom vocabulary,,2025-01
345,Hemiplegia,hemiplegia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1759,"Hemiplegia, unspecified","hemiplegia, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1641958762/unspecified,MB53.Z,ICD-11 MMS Chapter 21 API,,2025-01
218,Hepatomegaly,hepatomegaly,,,,,Extracted from disease definitions (mentioned in 3 diseases),,2025-01
1501,Hepatomegaly or splenomegaly,hepatomegaly or splenomegaly,Hepatomegaly is swelling of the liver beyond its normal size and splenomegaly is an enlargement of the spleen beyond its normal size.,,https://id.who.int/icd/release/11/2025-01/mms/1538359529,ME10.0,ICD-11 MMS Chapter 21 API,,2025-01
1805,Hepatomegaly with splenomegaly,hepatomegaly with splenomegaly,"This refers to swelling of the liver and spleen beyond its normal size, not elsewhere described.",,https://id.who.int/icd/release/11/2025-01/mms/952216039,ME10.02,ICD-11 MMS Chapter 21 API,,2025-01
1803,"Hepatomegaly, not elsewhere classified","hepatomegaly, not elsewhere classified",,,https://id.who.int/icd/release/11/2025-01/mms/690435214,ME10.00,ICD-11 MMS Chapter 21 API,,2025-01
289,Hepatosplenomegaly,hepatosplenomegaly,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
73,Hereditary afibrinogenaemia,,Familial afibrinogenaemia is a coagulation disorder characterised by bleeding symptoms due to a complete absence of circulating fibrinogen.,,https://id.who.int/icd/entity/608641873,,WHO ICD-11 API,,2025-01
54,Hereditary deficiency of factor I,,Congenital deficiencies of fibrinogen are coagulation disorders characterised by bleeding symptoms ranging from mild to severe resulting from reduced quantity and/or quality of circulating fibrinogen. Afibrinogenaemia (complete absence of fibrinogen) and hypofibrinogenaemia (reduced plasma fibrinogen concentration) correspond to quantitative anomalies of fibrinogen while dysfibrinogenaemia corresponds to a functional anomaly of fibrinogen. Hypo- and dysfibrinogenaemia may be frequently combined (hypodysfibrinogenaemia).,,https://id.who.int/icd/entity/1452989457,,WHO ICD-11 API,,2025-01
50,Hereditary elliptocytosis,,"Hereditary elliptocytosis is a group of rare conditions caused by abnormalities in the red cell cytoskeleton and marked by the presence on blood smears of numerous elliptical red blood cells, called elliptocytes. Clinical presentations are highly heterogeneous ranging from asymptomatic forms to more severe forms associated with variable anaemia, from moderate to severe and with pyropoikilocytosis including fragmented red cells, microelliptocytes and microspherocytes.",,https://id.who.int/icd/entity/679955609,,WHO ICD-11 API,,2025-01
75,Hereditary factor II deficiency,,"Congenital factor II deficiency is an inherited bleeding disorder due to reduced activity of factor II (FII, prothrombin) and characterised by mucocutaneous bleeding symptoms. Factor II deficiency is the most rare coagulation factor deficiency.",,https://id.who.int/icd/entity/1522212461,,WHO ICD-11 API,,2025-01
55,Hereditary factor V deficiency,,"Congenital factor V deficiency is an inherited bleeding disorder due to reduced plasma levels of factor V (FV) and characterised by mild to severe bleeding symptoms. Prevalence of homozygous forms is estimated at 1/1,000,000. Both sexes are equally affected. Congenital FV deficiency can manifest at any age, with the most severe forms manifesting early in life. Common clinical signs include epistaxis, bruising, mucosal bleeding, soft tissue bleeding, and hemarthrosis. Excessive and prolonged bleeding during or following surgery, delivery or trauma are frequent. Women may present with menorrhagia. In severe forms of the disease, there can be a risk of intracranial, pulmonary or gastrointestinal bleedings. The severity of the bleeding manifestations correlates with the FV levels. Congenital FV deficiency is caused by mutations in the F5 gene (1q23) controlling the production of plasma FV. Transmission is autosomal recessive. Diagnosis is based on prolonged prothrombin and activated partial thromboplastin times (PT, aPTT) and on low FV levels measured using a PT based assay. The bleeding time (BT) may be prolonged. Molecular testing is available, but unnecessary for diagnosis. Differential diagnoses include factor VIII deficiency, and combined deficiency of factor V and factor VIII (see these terms). Fresh frozen plasma (FFP) is the only treatment as FV concentrates are not available. In acute cases of severe bleeding, the addition of platelet concentrates may be helpful. Prognosis is good with early diagnosis and adequate treatment.",,https://id.who.int/icd/entity/1969994731,,WHO ICD-11 API,,2025-01
76,Hereditary factor X deficiency,,Congenital factor X deficiency is an inherited bleeding disorder with a decreased antigen and/or activity of factor X (FX) and characterised by mild to severe bleeding symptoms.,,https://id.who.int/icd/entity/1886781445,,WHO ICD-11 API,,2025-01
57,Hereditary factor XII deficiency,,"Congenital factor XII deficiency is a systemic dysfunction of the haemostatic pathway, inherited in an autosomal recessive manner and caused by a defect in the coagulation factor XII (FXII or Hageman factor). Affected individuals are either asymptomatic or present a prolonged activated partial thromboplastin time and have an increased risk for thromboembolism (such as development of ocular vascular complications, occurring particularly in younger people). Superficial migratory thrombophlebitis and leg ulcer are rarely observed. FXII deficiency usually does not lead to bleeding complications but is strongly associated with primary recurrent abortions.",,https://id.who.int/icd/entity/2086126201,,WHO ICD-11 API,,2025-01
74,Hereditary hypofibrinogenaemia,,Familial hypofibrinogenemia is a coagulation disorder characterised by mild bleeding symptoms following trauma or surgery due to a reduced plasma fibrinogen concentration.,,https://id.who.int/icd/entity/559585471,,WHO ICD-11 API,,2025-01
22,Hereditary persistence of fetal haemoglobin - sickle cell disease,,"This is a benign condition in which significant fetal haemoglobin (haemoglobin F) production continues well into adulthood, disregarding the normal shutoff point after which only adult-type haemoglobin should be produced. This diagnosis is with sickle cell disease.",,https://id.who.int/icd/entity/1455152722,,WHO ICD-11 API,,2025-01
16,Hereditary persistence of fetal haemoglobin Beta thalassaemia,,"This is a benign condition in which significant fetal haemoglobin (haemoglobin F) production continues well into adulthood, disregarding the normal shutoff point after which only adult-type haemoglobin should be produced. This diagnosis is with delta-beta thalassaemia.",,https://id.who.int/icd/entity/1698760230,,WHO ICD-11 API,,2025-01
27,Hereditary thrombophilia due to congenital protein C deficiency,,Congenital protein C deficiency is an inherited coagulation disorder characterised by deep venous thrombosis symptoms due to reduced synthesis and/or activity levels of protein C.,,https://id.who.int/icd/entity/2021932081,,WHO ICD-11 API,,2025-01
26,Hereditary thrombophilia due to congenital protein S deficiency,,Congenital protein S deficiency is an inherited coagulation disorder characterised by recurrent venous thrombosis symptoms due to reduced synthesis and/or activity levels of protein S.,,https://id.who.int/icd/entity/1305244529,,WHO ICD-11 API,,2025-01
1855,Hesitancy of micturition,hesitancy of micturition,Difficulty in beginning the flow of urine or maintaining a urinary stream,,https://id.who.int/icd/release/11/2025-01/mms/1323766251,MF50.60,ICD-11 MMS Chapter 21 API,,2025-01
1458,Hiccough,hiccough,"Hiccough are repeated involuntary spasms of the diaphragm followed by sudden closure of the glottis, which checks the inflow of air and causes the characteristic sound. Transient episodes are very common. Persistent (> 2 days) and intractable (> 1 mo) Hiccough are uncommon but quite distressing.",,https://id.who.int/icd/release/11/2025-01/mms/798509501,MD11.6,ICD-11 MMS Chapter 21 API,,2025-01
281,Hiccups,hiccups,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
209,High Fever,high fever,,,,,Extracted from disease definitions (mentioned in 4 diseases),,2025-01
637,High temperature,high temperature,,,,,Curated symptom vocabulary,,2025-01
671,Hip pain,hip pain,,,,,Curated symptom vocabulary,,2025-01
808,Hirsutism,hirsutism,,,,,Curated symptom vocabulary,,2025-01
911,"Histological findings in blood, blood-forming organs, or the immune system","histological findings in blood, blood-forming organs, or the immune system",,,https://id.who.int/icd/release/11/2025-01/mms/603838085,MA17,ICD-11 MMS Chapter 21 API,,2025-01
537,History Of Afebrile Seizures,history of afebrile seizures,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
789,Hives,hives,,,,,Curated symptom vocabulary,,2025-01
703,Hoarseness,hoarseness,,,,,Curated symptom vocabulary,,2025-01
994,Homicidal ideation,homicidal ideation,"Thoughts, ideas, or ruminations about killing another person, which range from vague ideas of revenge to detailed and fully formulated plans but do not include actual homicidal attempts.",,https://id.who.int/icd/release/11/2025-01/mms/1244157434,MB26.3,ICD-11 MMS Chapter 21 API,,2025-01
37,Homocystinuria due to methylenetetrahydrofolate reductase deficiency,,"Homocystinuria due to methylene tetrahydrofolate reductase (MTHFR) deficiency is a disorder of folate metabolism characterised by neurological manifestations appearing in the first year of life with severe neurological signs, recurrent apnoea, microcephaly and convulsions, and no megaloblastic anaemia.",,https://id.who.int/icd/entity/1119975297,,WHO ICD-11 API,,2025-01
213,Hopelessness,hopelessness,,,,,Extracted from disease definitions (mentioned in 4 diseases),,2025-01
513,Hopelessness About The Future,hopelessness about the future,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1014,Hostility,hostility,"A tendency to experience persistent or frequent angry feelings, especially in response to minor slights and insults, and to adopt an unfriendly or threatening attitude in interactions with others.",,https://id.who.int/icd/release/11/2025-01/mms/450508218,MB28.4,ICD-11 MMS Chapter 21 API,,2025-01
323,Hot flushes,hot flushes,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1790,Hyperactive bowel sounds,hyperactive bowel sounds,,,https://id.who.int/icd/release/11/2025-01/mms/794938483,ME03.0,ICD-11 MMS Chapter 21 API,,2025-01
452,Hyperaesthesia,hyperaesthesia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1627,Hypercalciuria,hypercalciuria,,,https://id.who.int/icd/release/11/2025-01/mms/1256480681,MF98.0,ICD-11 MMS Chapter 21 API,,2025-01
312,Hyperglycaemia,hyperglycaemia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
647,Hyperhidrosis,hyperhidrosis,,,,,Curated symptom vocabulary,,2025-01
1628,Hyperkaluria,hyperkaluria,,,https://id.who.int/icd/release/11/2025-01/mms/2039492057,MF98.1,ICD-11 MMS Chapter 21 API,,2025-01
1629,Hypermagnesuria,hypermagnesuria,,,https://id.who.int/icd/release/11/2025-01/mms/1820384962,MF98.2,ICD-11 MMS Chapter 21 API,,2025-01
286,Hyperpigmentation,hyperpigmentation,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
545,Hyperreflexia,hyperreflexia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
192,Hypersomnia,hypersomnia,,,,,Extracted from disease definitions (mentioned in 4 diseases),,2025-01
95,Hypertension,hypertension,,,,,Extracted from disease definitions (mentioned in 26 diseases),,2025-01
